TemplateID,Name,Level,Ability,BodyType,DfSkill,KnockDownDef,KnockFlyDef,KnockBackDef,EyeSize,ChaseSize,Property.Str,Property.Int,Property.Dex,Property.Sta,Property.Fai,Property.MaxHP,Property.MaxSP,Property.HPTick,Property.SPTick,Property.AtkDmgMin,Property.AtkDmgMax,Property.Def,Property.IceAtt,Property.FireAtt,Property.PoisonAtt,Property.ThunderAtt,Property.IceDef,Property.FireDef,Property.PoisonDef,Property.ThunderDef,Property.Pierce,Property.Hit,Property.Dodge,Property.Cri,Property.Flex,Property.CriDmg,Property.CriDmgDef,Property.BodySize,Property.AttSize,Property.AttSpeedModPer,Property.MoveSpeedModPer,Property.PiercePer,Property.HitPer,Property.DodgePer,Property.CriPer,Property.FlexPer,Property.AttSpeed,Property.MoveSpeed,Property.MaxEP,Property.MaxAP,Property.ExpPer,Property.MoneyPer,Skill1,Skill2,Skill3,Skill4,Skill5,Skill6,Skill7,Skill8,Skill9,Skill10,DropMoney,DropExp,AIID,Speed,BeatPriority,DisappearTime,HPBarNum,HPBarHeight,DropID,DeathHitPoint,DeathEffect,sSkillEffectHitPoint
100231,豺狼人侦察兵,2,3,3,1004,0,0,0,5000,100000,0,0,0,0,0,856,0,0,0,4,5,3240,0,0,0,0,3240,3240,3240,3240,40,244,81,71,61,387,61,0,4000,0,0,0,20000,0,0,0,2000,4000,0,0,0,0,3020,3014,3042,0,0,0,0,0,0,0,186,0,10003,4000,1,1000,3,2500,1002,0,0,0
100301,洞鼠,3,0,0,1005,0,0,0,5000,100000,0,0,0,0,0,14,0,0,0,1,3,390,0,0,0,0,390,390,390,390,0,166,41,31,20,312,20,0,4000,0,0,0,10000,0,0,0,1500,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4000,1,1000,1,2000,0,0,0,0
100302,蝙蝠,3,0,0,1031,0,0,0,5000,100000,0,0,0,0,0,14,0,0,0,1,3,390,0,0,0,0,390,390,390,390,0,166,41,31,20,312,20,0,4000,0,0,0,10000,0,0,0,1500,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4000,1,1000,1,2000,0,0,0,0
100311,地精士兵,3,0,1,1006,0,0,0,3000,100000,0,0,0,0,0,65,0,0,0,3,4,877,0,0,0,0,877,877,877,877,10,187,52,41,31,332,31,0,4000,0,0,0,12000,0,0,0,1600,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4000,1,1000,1,2000,0,0,0,0
100312,地精警卫兵,3,0,1,1028,0,0,0,3000,100000,0,0,0,0,0,65,0,0,0,3,4,877,0,0,0,0,877,877,877,877,10,187,52,41,31,332,31,0,4000,0,0,0,12000,0,0,0,1600,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4000,1,1000,1,2000,0,0,0,0
100313,地精士兵,3,0,1,1006,0,0,0,20000,100000,0,0,0,0,0,65,0,0,0,3,4,877,0,0,0,0,877,877,877,877,10,187,52,41,31,332,31,0,4000,0,0,0,12000,0,0,0,1600,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4000,1,1000,1,2000,0,0,0,0
100321,兽人掠夺者,3,1,2,1002,0,0,0,3000,100000,0,0,0,0,0,140,0,0,0,5,6,1504,0,0,0,0,1504,1504,1504,1504,20,208,62,52,41,353,41,0,4000,0,0,0,20000,0,0,0,2000,4000,0,0,0,0,3001,0,0,0,0,0,0,0,0,0,1,0,10002,4000,1,1000,1,2500,0,0,0,0
100322,兽人掠夺者,3,1,2,1002,0,0,0,20000,100000,0,0,0,0,0,140,0,0,0,5,6,1504,0,0,0,0,1504,1504,1504,1504,20,208,62,52,41,353,41,0,4000,0,0,0,20000,0,0,0,2000,4000,0,0,0,0,3001,0,0,0,0,0,0,0,0,0,1,0,10002,4000,1,1000,1,2500,0,0,0,0
100331,地精炸弹技术者,3,3,3,1009,0,0,0,5000,100000,0,0,0,0,0,907,0,0,0,5,7,3510,0,0,0,0,3510,3510,3510,3510,41,249,83,72,62,395,62,0,4000,0,0,0,20000,0,0,0,2000,4000,0,0,0,0,3020,0,0,0,0,0,0,0,0,0,185,0,10004,4000,1,1000,3,2500,1003,0,0,0
100401,洞鼠,4,0,0,1005,0,0,0,5000,100000,0,0,0,0,0,17,0,0,0,1,3,390,0,0,0,0,390,390,390,390,0,166,41,31,20,312,20,0,4000,0,0,0,10000,0,0,0,1500,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4000,1,1000,1,2000,0,0,0,0
100411,地精士兵,4,0,1,1006,0,0,0,3000,100000,0,0,0,0,0,78,0,0,0,4,5,877,0,0,0,0,877,877,877,877,10,187,52,41,31,332,31,0,4000,0,0,0,12000,0,0,0,1600,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4000,1,1000,1,2000,0,0,0,0
100412,警卫狼狗,4,0,1,1008,0,0,0,3000,100000,0,0,0,0,0,78,0,0,0,4,5,877,0,0,0,0,877,877,877,877,10,187,52,41,31,332,31,0,4000,0,0,0,12000,0,0,0,1600,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4000,1,1000,1,2000,0,0,0,0
100413,地精警卫兵,4,0,1,1028,0,0,0,3000,100000,0,0,0,0,0,78,0,0,0,4,5,877,0,0,0,0,877,877,877,877,10,187,52,41,31,332,31,0,4000,0,0,0,12000,0,0,0,1600,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4000,1,1000,1,2000,0,0,0,0
100421,兽人掠夺者,4,1,2,1002,0,0,0,3000,100000,0,0,0,0,0,168,0,0,0,10,13,1504,0,0,0,0,1504,1504,1504,1504,20,208,62,52,41,353,41,0,4000,0,0,0,20000,0,0,0,2000,4000,0,0,0,0,3001,0,0,0,0,0,0,0,0,0,1,0,10002,4000,1,1000,1,2500,0,0,0,0
100431,地精监视兵,4,3,3,1007,0,0,0,5000,100000,0,0,0,0,0,907,0,0,0,6,7,3510,0,0,0,0,3510,3510,3510,3510,41,249,83,72,62,395,62,0,4000,0,0,0,20000,0,0,0,2000,4000,0,0,0,0,3024,3020,0,0,0,0,0,0,0,0,225,0,10005,4000,1,1000,3,2500,1004,0,0,0
100501,洞鼠,5,0,0,1005,0,0,0,5000,100000,0,0,0,0,0,16,0,0,0,1,3,420,0,0,0,0,420,420,420,420,0,169,42,31,21,318,21,0,4000,0,0,0,10000,0,0,0,1500,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4000,1,1000,1,2000,0,0,0,0
100502,蝙蝠,5,0,0,1031,0,0,0,5000,100000,0,0,0,0,0,16,0,0,0,1,3,420,0,0,0,0,420,420,420,420,0,169,42,31,21,318,21,0,4000,0,0,0,10000,0,0,0,1500,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4000,1,1000,1,2000,0,0,0,0
100511,地精士兵,5,0,1,1006,0,0,0,3000,100000,0,0,0,0,0,74,0,0,0,3,4,945,0,0,0,0,945,945,945,945,10,190,53,42,31,339,31,0,4000,0,0,0,12000,0,0,0,1600,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4000,1,1000,1,2000,0,0,0,0
100512,警卫狼狗,5,0,1,1008,0,0,0,3000,100000,0,0,0,0,0,74,0,0,0,3,4,945,0,0,0,0,945,945,945,945,10,190,53,42,31,339,31,0,4000,0,0,0,12000,0,0,0,1600,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4000,1,1000,1,2000,0,0,0,0
100513,地精警卫兵,5,0,1,1028,0,0,0,3000,100000,0,0,0,0,0,74,0,0,0,3,4,945,0,0,0,0,945,945,945,945,10,190,53,42,31,339,31,0,4000,0,0,0,12000,0,0,0,1600,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4000,1,1000,1,2000,0,0,0,0
100531,兽人工头,5,3,3,1010,0,0,0,5000,100000,0,0,0,0,0,971,0,0,0,6,8,3780,0,0,0,0,3780,3780,3780,3780,42,254,84,74,63,402,63,0,4000,0,0,0,20000,0,0,0,2000,4000,0,0,0,0,3025,0,0,0,0,0,0,0,0,0,222,0,10006,4000,1,1000,3,2500,1005,0,0,0
100601,洞鼠,6,0,0,1005,0,0,0,5000,100000,0,0,0,0,0,12,0,0,0,3,4,480,0,0,0,0,480,480,480,480,0,176,44,33,22,330,22,0,4000,0,0,0,10000,0,0,0,1500,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4000,1,1000,1,2000,0,0,0,0
100602,蝙蝠,6,0,0,1031,0,0,0,5000,100000,0,0,0,0,0,12,0,0,0,3,4,480,0,0,0,0,480,480,480,480,0,176,44,33,22,330,22,0,4000,0,0,0,10000,0,0,0,1500,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4000,1,1000,1,2000,0,0,0,0
100611,地精士兵,6,0,1,1006,0,0,0,3000,100000,0,0,0,0,0,55,0,0,0,4,6,1080,0,0,0,0,1080,1080,1080,1080,11,198,55,44,33,352,33,0,4000,0,0,0,12000,0,0,0,1600,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4000,1,1000,1,2000,0,0,0,0
100612,警卫狼狗,6,0,1,1008,0,0,0,3000,100000,0,0,0,0,0,55,0,0,0,4,6,1080,0,0,0,0,1080,1080,1080,1080,11,198,55,44,33,352,33,0,4000,0,0,0,12000,0,0,0,1600,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4000,1,1000,1,2000,0,0,0,0
100631,狂暴者佐隆,6,5,3,1011,0,0,0,5000,100000,0,0,0,0,0,1963,0,0,0,10,14,1851,0,0,0,0,1851,1851,1851,1851,55,286,99,88,77,440,77,0,4000,0,0,0,20000,0,0,0,2000,4000,0,0,0,0,3013,3026,0,0,0,0,0,0,0,0,247,0,10007,4000,1,1000,5,2500,1006,0,0,0
100701,乌鸦,7,0,0,1026,0,0,0,5000,100000,0,0,0,0,0,18,0,0,0,3,4,450,0,0,0,0,450,450,450,450,0,172,43,32,21,324,21,0,4000,0,0,0,10000,0,0,0,1500,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4000,1,1000,1,2000,0,0,0,0
100711,森林狼,7,0,1,1013,0,0,0,3000,100000,0,0,0,0,0,84,0,0,0,3,5,1012,0,0,0,0,1012,1012,1012,1012,10,194,54,43,32,345,32,0,4000,0,0,0,12000,0,0,0,1600,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4000,1,1000,1,2000,0,0,0,0
100712,史莱姆,7,0,1,1012,0,0,0,3000,100000,0,0,0,0,0,84,0,0,0,3,5,1012,0,0,0,0,1012,1012,1012,1012,10,194,54,43,32,345,32,0,4000,0,0,0,12000,0,0,0,1600,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4000,1,1000,1,2000,0,0,0,0
100731,特林特,7,3,3,1018,0,0,0,5000,100000,0,0,0,0,0,1500,0,0,0,7,9,4050,0,0,0,0,4050,4050,4050,4050,43,259,86,75,64,410,64,0,4000,0,0,0,20000,0,0,0,2000,4000,0,0,0,0,3027,3028,0,0,0,0,0,0,0,0,240,0,10008,4000,1,1000,3,2500,1007,0,0,0
100801,森林蜘蛛,8,0,0,1015,0,0,0,6000,100000,0,0,0,0,0,11,0,0,0,3,4,480,0,0,0,0,480,480,480,480,0,176,44,33,22,330,22,0,4000,0,0,0,10000,0,0,0,1500,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4000,1,1000,1,2000,0,0,0,0
100802,森林小恶魔,8,0,0,1016,0,0,0,5000,100000,0,0,0,0,0,11,0,0,0,3,4,480,0,0,0,0,480,480,480,480,0,176,44,33,22,330,22,0,4000,0,0,0,10000,0,0,0,1500,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4000,1,1000,1,2000,0,0,0,0
100803,森林小恶魔,8,0,0,1016,0,0,0,20000,100000,0,0,0,0,0,11,0,0,0,3,4,480,0,0,0,0,480,480,480,480,0,176,44,33,22,330,22,0,4000,0,0,0,10000,0,0,0,1500,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4000,1,1000,1,2000,0,0,0,0
100811,森林狼,8,0,1,1013,0,0,0,3000,100000,0,0,0,0,0,54,0,0,0,4,5,1080,0,0,0,0,1080,1080,1080,1080,11,198,55,44,33,352,33,0,4000,0,0,0,12000,0,0,0,1600,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4000,1,1000,1,2000,0,0,0,0
100812,史莱姆,8,0,1,1012,0,0,0,3000,100000,0,0,0,0,0,54,0,0,0,4,5,1080,0,0,0,0,1080,1080,1080,1080,11,198,55,44,33,352,33,0,4000,0,0,0,12000,0,0,0,1600,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4000,1,1000,1,2000,0,0,0,0
100813,幼虫小恶魔,8,0,1,1017,0,0,0,3000,100000,0,0,0,0,0,54,0,0,0,4,5,1080,0,0,0,0,1080,1080,1080,1080,11,198,55,44,33,352,33,0,4000,0,0,0,12000,0,0,0,1600,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4000,1,1000,2,2500,0,0,0,0
100831,小恶魔,8,3,3,1079,0,0,0,6000,100000,0,0,0,0,0,3614,0,0,0,8,10,4320,0,0,0,0,4320,4320,4320,4320,44,264,88,77,66,418,66,0,4000,0,0,0,20000,0,0,0,2000,4000,0,0,0,0,3029,0,0,0,0,0,0,0,0,0,204,0,10009,4000,1,1000,3,2500,1008,0,0,0
100901,森林小恶魔,9,0,0,1016,0,0,0,5000,100000,0,0,0,0,0,12,0,0,0,3,4,480,0,0,0,0,480,480,480,480,0,176,44,33,22,330,22,0,4000,0,0,0,10000,0,0,0,1500,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4000,1,1000,1,2000,0,0,0,0
100911,森林狼,9,0,1,1013,0,0,0,3000,100000,0,0,0,0,0,58,0,0,0,5,7,1080,0,0,0,0,1080,1080,1080,1080,11,198,55,44,33,352,33,0,4000,0,0,0,12000,0,0,0,1600,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4000,1,1000,1,2000,0,0,0,0
100912,幼虫小恶魔,9,0,1,1017,0,0,0,3000,100000,0,0,0,0,0,58,0,0,0,5,7,1080,0,0,0,0,1080,1080,1080,1080,11,198,55,44,33,352,33,0,4000,0,0,0,12000,0,0,0,1600,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4000,1,1000,1,2000,0,0,0,0
100931,特林特,9,3,3,1018,0,0,0,6000,100000,0,0,0,0,0,3614,0,0,0,8,10,4320,0,0,0,0,4320,4320,4320,4320,44,264,88,77,66,418,66,0,4000,0,0,0,20000,0,0,0,2000,4000,0,0,0,0,3027,3028,0,0,0,0,0,0,0,0,296,0,10008,4000,1,1000,3,2500,1009,0,0,0
101001,小洞穴蜘蛛,10,0,0,1019,0,0,0,5000,100000,0,0,0,0,0,12,0,0,0,3,4,480,0,0,0,0,480,480,480,480,0,176,44,33,22,330,22,0,4000,0,0,0,10000,0,0,0,1500,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4000,1,1000,1,2000,0,0,0,0
101011,母洞穴蜘蛛,10,0,1,1020,0,0,0,3000,100000,0,0,0,0,0,57,0,0,0,4,6,1080,0,0,0,0,1080,1080,1080,1080,11,198,55,44,33,352,33,0,4000,0,0,0,12000,0,0,0,1600,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4000,1,1000,1,2000,0,0,0,0
101012,岩石精灵,10,0,1,1023,0,0,0,3000,100000,0,0,0,0,0,57,0,0,0,4,6,1080,0,0,0,0,1080,1080,1080,1080,11,198,55,44,33,352,33,0,4000,0,0,0,12000,0,0,0,1600,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4000,1,1000,1,2000,0,0,0,0
101013,地精警卫兵,10,0,1,1028,0,0,0,3000,100000,0,0,0,0,0,57,0,0,0,4,6,1080,0,0,0,0,1080,1080,1080,1080,11,198,55,44,33,352,33,0,4000,0,0,0,12000,0,0,0,1600,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4000,1,1000,1,2000,0,0,0,0
101014,地精警卫兵,10,0,1,1028,0,0,0,20000,100000,0,0,0,0,0,57,0,0,0,4,6,1080,0,0,0,0,1080,1080,1080,1080,11,198,55,44,33,352,33,0,4000,0,0,0,12000,0,0,0,1600,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4000,1,1000,1,2000,0,0,0,0
101031,兽人精灵术士,10,3,3,1022,0,0,0,5000,100000,0,0,0,0,0,3614,0,0,0,8,10,4320,0,0,0,0,4320,4320,4320,4320,44,264,88,77,66,418,66,0,4000,0,0,0,20000,0,0,0,2000,4000,0,0,0,0,3002,0,0,0,0,0,0,0,0,0,284,0,10010,4000,1,1000,3,2500,1010,0,0,0
101101,小洞穴蜘蛛,11,0,0,1019,0,0,0,5000,100000,0,0,0,0,0,24,0,0,0,3,4,510,0,0,0,0,510,510,510,510,0,179,44,33,22,336,22,0,4000,0,0,0,10000,0,0,0,1500,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4000,1,1000,1,2000,0,0,0,0
101111,母洞穴蜘蛛,11,0,1,1020,0,0,0,3000,100000,0,0,0,0,0,115,0,0,0,6,8,1147,0,0,0,0,1147,1147,1147,1147,11,201,56,44,33,358,33,0,4000,0,0,0,12000,0,0,0,1600,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4000,1,1000,1,2000,0,0,0,0
101112,愤怒岩石精灵,11,0,1,1023,0,0,0,3000,100000,0,0,0,0,0,115,0,0,0,6,8,1147,0,0,0,0,1147,1147,1147,1147,11,201,56,44,33,358,33,0,4000,0,0,0,12000,0,0,0,1600,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4000,1,1000,1,2000,0,0,0,0
101121,兽人精灵术士,11,1,2,1022,0,0,0,5000,100000,0,0,0,0,0,206,0,0,0,15,19,1967,0,0,0,0,1967,1967,1967,1967,22,224,67,56,44,381,44,0,4000,0,0,0,12000,0,0,0,1600,4000,0,0,0,0,3002,0,0,0,0,0,0,0,0,0,2,0,10011,4000,1,1000,1,2000,0,0,0,0
