ID,LevelID,Index,MonsterTemplateID
220,11031,33,100311
221,11031,34,100311
222,11031,35,100311
223,11031,36,100311
224,11031,37,100312
225,11031,38,100311
226,11031,39,100311
227,11031,40,100311
228,11031,41,100311
229,11031,42,100311
230,11031,43,100331
231,11031,44,100312
232,11031,45,100312
233,11031,46,100312
234,11031,47,100312
235,11031,48,100313
236,11031,49,100313
237,11031,50,100322
238,11031,51,1001
239,11031,52,1002
240,11031,53,1001
241,11031,54,1002
242,11032,55,200302
243,11032,56,200302
244,11032,57,200302
245,11032,58,200302
246,11032,59,200302
247,11032,60,200302
248,11032,61,200302
249,11032,62,200302
250,11032,63,200302
251,11032,64,200302
252,11032,65,200302
253,11032,66,200302
254,11032,67,200311
255,11032,68,200311
256,11032,69,200311
257,11032,70,200311
258,11032,71,200311
259,11032,72,200311
260,11032,73,200311
261,11032,74,200311
262,11032,75,200311
263,11032,76,200311
264,11032,77,200311
265,11032,78,200321
266,11032,79,200311
267,11032,80,200301
268,11032,81,200301
269,11032,82,200301
270,11032,83,200301
271,11032,84,200301
272,11032,85,200301
273,11032,86,200301
274,11032,87,200301
275,11032,88,200311
276,11032,89,200311
277,11032,90,200311
278,11032,91,200312
279,11032,92,200311
280,11032,93,200311
281,11032,94,200311
282,11032,95,200311
283,11032,96,200311
284,11032,97,200331
285,11032,98,200312
286,11032,99,200312
287,11032,100,200312
288,11032,101,200312
289,11032,102,200313
290,11032,103,200322
291,11032,104,200313
292,11032,105,1002
293,11032,106,1001
294,11032,107,1002
295,11032,108,1001
296,11033,109,300302
297,11033,110,300302
298,11033,111,300302
299,11033,112,300302
300,11033,113,300302
301,11033,114,300302
302,11033,115,300302
303,11033,116,300302
304,11033,117,300302
305,11033,118,300302
306,11033,119,300302
307,11033,120,300302
308,11033,121,300311
309,11033,122,300311
310,11033,123,300311
311,11033,124,300311
312,11033,125,300311
313,11033,126,300311
314,11033,127,300311
315,11033,128,300311
316,11033,129,300311
317,11033,130,300311
318,11033,131,300311
319,11033,132,300321
320,11033,133,300311
321,11033,134,300311
322,11033,135,300301
323,11033,136,300301
324,11033,137,300301
325,11033,138,300301
326,11033,139,300301
327,11033,140,300301
328,11033,141,300301
329,11033,142,300301
330,11033,143,300311
331,11033,144,300311
332,11033,145,300312
333,11033,146,300311
334,11033,147,300311
335,11033,148,300311
336,11033,149,300311
337,11033,150,300311
338,11033,151,300331
339,11033,152,300312
340,11033,153,300312
341,11033,154,300312
342,11033,155,300312
343,11033,156,300313
344,11033,157,300322
345,11033,158,300313
346,11033,159,1001
347,11033,160,1002
348,11033,161,1001
349,11033,162,1002
350,11041,1,100411
351,11041,2,100411
352,11041,3,100411
353,11041,4,100411
354,11041,5,100411
355,11041,6,100411
356,11041,7,100411
357,11041,8,100411
358,11041,9,100411
359,11041,10,100411
360,11041,11,100412
361,11041,12,100412
362,11041,13,100412
363,11041,14,100411
364,11041,15,100413
365,11041,16,100411
366,11041,17,100411
367,11041,18,100401
368,11041,19,100401
369,11041,20,100401
370,11041,21,100401
371,11041,22,100401
372,11041,23,100401
373,11041,24,100401
374,11041,25,100401
375,11041,26,100401
376,11041,27,100413
377,11041,28,100411
378,11041,29,100411
379,11041,30,100411
380,11041,31,100421
381,11041,32,100412
382,11041,33,100412
383,11041,34,100431
384,11041,35,100413
385,11041,36,100413
386,11041,37,1002
387,11041,38,1001
388,11041,39,1001
389,11041,40,1002
390,11042,41,200411
391,11042,42,200411
392,11042,43,200411
393,11042,44,200411
394,11042,45,200411
395,11042,46,200411
396,11042,47,200411
397,11042,48,200411
398,11042,49,200411
399,11042,50,200411
400,11042,51,200412
401,11042,52,200412
402,11042,53,200412
403,11042,54,200411
404,11042,55,200413
405,11042,56,200411
406,11042,57,200411
407,11042,58,200401
408,11042,59,200401
409,11042,60,200401
410,11042,61,200401
411,11042,62,200401
412,11042,63,200401
413,11042,64,200401
414,11042,65,200401
415,11042,66,200401
416,11042,67,200413
417,11042,68,200411
418,11042,69,200411
419,11042,70,200411
420,11042,71,200421
421,11042,72,200412
422,11042,73,200412
423,11042,74,200431
424,11042,75,200413
425,11042,76,200413
426,11042,77,1002
427,11042,78,1001
428,11042,79,1001
429,11042,80,1002
430,11043,81,300411
431,11043,82,300411
432,11043,83,300411
433,11043,84,300411
434,11043,85,300411
435,11043,86,300411
436,11043,87,300411
437,11043,88,300411
438,11043,89,300411
439,11043,90,300411
440,11043,91,300412
441,11043,92,300412
442,11043,93,300412
443,11043,94,300411
444,11043,95,300413
445,11043,96,300411
446,11043,97,300411
447,11043,98,300401
448,11043,99,300401
449,11043,100,300401
450,11043,101,300401
451,11043,102,300401
452,11043,103,300401
453,11043,104,300401
454,11043,105,300401
455,11043,106,300401
456,11043,107,300413
457,11043,108,300411
458,11043,109,300411
459,11043,110,300411
460,11043,111,300421
461,11043,112,300412
462,11043,113,300412
463,11043,114,300431
464,11043,115,300413
465,11043,116,300413
466,11043,117,1002
467,11043,118,1001
468,11043,119,1001
469,11043,120,1002
470,11051,1,100511
471,11051,2,100511
472,11051,3,100511
473,11051,4,100511
474,11051,5,100512
475,11051,6,100512
476,11051,7,100512
477,11051,8,100512
478,11051,9,100501
479,11051,10,100501
480,11051,11,100501
481,11051,12,100501
482,11051,13,100501
483,11051,14,100501
484,11051,15,100501
485,11051,16,100501
486,11051,17,100501
487,11051,18,100513
488,11051,19,100511
489,11051,20,100511
490,11051,21,100511
491,11051,22,100512
492,11051,23,100512
493,11051,24,100512
494,11051,25,100512
495,11051,26,100513
496,11051,27,100511
497,11051,28,100511
498,11051,29,100511
499,11051,30,100511
500,11051,31,100511
501,11051,32,100511
502,11051,33,100511
503,11051,34,100512
504,11051,35,100512
505,11051,36,100512
506,11051,37,100512
507,11051,38,100502
508,11051,39,100502
509,11051,40,100502
510,11051,41,100502
511,11051,42,100502
512,11051,43,100502
513,11051,44,100502
514,11051,45,100502
515,11051,46,100502
516,11051,47,100531
517,11051,48,100501
518,11051,49,100501
519,11051,50,100501
520,11051,51,100501
521,11051,52,100501
522,11051,53,100501
523,11051,54,100501
524,11051,55,100501
525,11051,56,100513
526,11051,57,100513
527,11051,58,1002
528,11051,59,1001
529,11051,60,1002
530,11051,61,1002
531,11051,62,101
532,11052,63,200511
533,11052,64,200511
534,11052,65,200511
535,11052,66,200511
536,11052,67,200512
537,11052,68,200512
538,11052,69,200512
539,11052,70,200512
540,11052,71,200501
541,11052,72,200501
542,11052,73,200501
543,11052,74,200501
544,11052,75,200501
545,11052,76,200501
546,11052,77,200501
547,11052,78,200501
548,11052,79,200501
549,11052,80,200511
550,11052,81,200513
551,11052,82,200511
552,11052,83,200511
553,11052,84,200512
554,11052,85,200512
555,11052,86,200512
556,11052,87,200512
557,11052,88,200511
558,11052,89,200513
559,11052,90,200511
560,11052,91,200511
561,11052,92,200511
562,11052,93,200511
563,11052,94,200511
564,11052,95,200511
565,11052,96,200512
566,11052,97,200512
567,11052,98,200512
568,11052,99,200512
569,11052,100,200502
570,11052,101,200502
571,11052,102,200502
572,11052,103,200502
573,11052,104,200502
574,11052,105,200502
575,11052,106,200502
576,11052,107,200502
577,11052,108,200502
578,11052,109,200531
579,11052,110,200501
580,11052,111,200501
581,11052,112,200501
582,11052,113,200501
583,11052,114,200501
584,11052,115,200501
585,11052,116,200501
586,11052,117,200501
587,11052,118,200513
588,11052,119,200513
589,11052,120,1001
590,11052,121,1002
591,11052,122,1002
592,11052,123,1002
593,11052,124,100
594,11053,125,300511
595,11053,126,300511
596,11053,127,300511
597,11053,128,300511
598,11053,129,300512
599,11053,130,300512
600,11053,131,300512
601,11053,132,300512
602,11053,133,300501
603,11053,134,300501
604,11053,135,300501
605,11053,136,300501
606,11053,137,300501
607,11053,138,300501
608,11053,139,300501
609,11053,140,300501
610,11053,141,300501
611,11053,142,300511
612,11053,143,300513
613,11053,144,300511
614,11053,145,300511
615,11053,146,300512
616,11053,147,300512
617,11053,148,300512
618,11053,149,300512
619,11053,150,300513
620,11053,151,300511
621,11053,152,300511
622,11053,153,300511
623,11053,154,300511
624,11053,155,300511
625,11053,156,300511
626,11053,157,300511
627,11053,158,300512
628,11053,159,300512
629,11053,160,300512
630,11053,161,300512
631,11053,162,300502
632,11053,163,300502
633,11053,164,300502
634,11053,165,300502
635,11053,166,300502
636,11053,167,300502
637,11053,168,300502
638,11053,169,300502
639,11053,170,300502
640,11053,171,300531
641,11053,172,300513
642,11053,173,300501
643,11053,174,300501
644,11053,175,300501
645,11053,176,300501
646,11053,177,300501
647,11053,178,300501
648,11053,179,300501
649,11053,180,300501
650,11053,181,300513
651,11053,182,1002
652,11053,183,1001
653,11053,184,1002
654,11053,185,1002
655,11053,186,100
656,11061,1,100611
657,11061,2,100611
658,11061,3,100611
659,11061,4,100611
660,11061,5,100612
661,11061,6,100612
662,11061,7,100612
663,11061,8,100612
664,11061,9,100611
665,11061,12,100611
666,11061,10,100611
667,11061,11,100611
668,11061,13,100612
669,11061,14,100612
670,11061,15,100612
671,11061,16,100611
672,11061,17,100611
673,11061,18,100611
674,11061,19,100611
675,11061,20,100612
676,11061,21,100612
677,11061,22,100612
678,11061,23,100612
679,11061,24,100601
680,11061,25,100601
681,11061,26,100601
682,11061,36,100601
683,11061,27,100601
684,11061,28,100601
685,11061,35,100601
686,11061,29,100601
687,11061,30,100601
688,11061,34,100601
689,11061,33,100601
690,11061,31,100601
691,11061,32,100601
692,11061,37,100611
693,11061,38,100611
694,11061,39,100611
695,11061,40,100602
696,11061,41,100602
697,11061,42,100602
698,11061,43,100602
699,11061,44,100602
700,11061,45,100602
701,11061,46,100602
702,11061,47,100602
703,11061,48,100602
704,11061,49,100602
705,11061,50,100611
706,11061,51,100611
707,11061,52,100611
708,11061,53,100631
709,11061,54,1002
710,11061,55,1001
711,11061,56,1002
712,11061,57,1002
713,11062,1,200611
714,11062,4,200611
715,11062,3,200611
716,11062,2,200611
717,11062,6,200612
718,11062,7,200612
719,11062,5,200612
720,11062,8,200612
721,11062,12,200611
722,11062,11,200611
723,11062,10,200611
724,11062,9,200611
725,11062,14,200612
726,11062,13,200612
727,11062,15,200612
728,11062,19,200611
729,11062,18,200611
730,11062,17,200611
731,11062,16,200611
732,11062,22,200612
733,11062,23,200612
734,11062,20,200612
735,11062,21,200612
736,11062,24,200601
737,11062,29,200601
738,11062,31,200601
739,11062,27,200601
740,11062,35,200601
741,11062,36,200601
742,11062,34,200601
743,11062,30,200601
744,11062,33,200601
745,11062,26,200601
746,11062,32,200601
747,11062,28,200601
748,11062,25,200601
749,11062,38,200611
750,11062,39,200611
751,11062,37,200611
752,11062,40,200602
753,11062,43,200602
754,11062,42,200602
755,11062,44,200602
756,11062,47,200602
757,11062,48,200602
758,11062,41,200602
759,11062,46,200602
760,11062,45,200602
761,11062,49,200602
762,11062,51,200611
763,11062,52,200611
764,11062,50,200611
765,11062,53,200631
766,11062,54,1002
767,11062,55,1001
768,11062,57,1002
769,11062,56,1002
770,11063,1,300611
771,11063,3,300611
772,11063,4,300611
773,11063,2,300611
774,11063,7,300612
775,11063,8,300612
776,11063,5,300612
777,11063,6,300612
778,11063,12,300611
779,11063,10,300611
780,11063,9,300611
781,11063,11,300611
782,11063,14,300612
783,11063,15,300612
784,11063,13,300612
785,11063,17,300611
786,11063,16,300611
787,11063,18,300611
788,11063,19,300611
789,11063,20,300612
790,11063,23,300612
791,11063,22,300612
792,11063,21,300612
793,11063,32,300601
794,11063,24,300601
795,11063,26,300601
796,11063,28,300601
797,11063,27,300601
798,11063,36,300601
799,11063,31,300601
800,11063,34,300601
801,11063,25,300601
802,11063,35,300601
803,11063,29,300601
804,11063,33,300601
805,11063,30,300601
806,11063,39,300611
807,11063,37,300611
808,11063,38,300611
809,11063,41,300602
810,11063,49,300602
811,11063,47,300602
812,11063,44,300602
813,11063,43,300602
814,11063,45,300602
815,11063,46,300602
816,11063,40,300602
817,11063,48,300602
818,11063,42,300602
819,11063,50,300611
820,11063,52,300611
821,11063,51,300611
822,11063,53,300631
823,11063,54,1002
824,11063,55,1001
825,11063,57,1002
826,11063,56,1002
827,12011,1,100712
828,12011,2,100712
829,12011,3,100712
830,12011,4,100712
831,12011,5,100712
832,12011,6,100712
833,12011,7,100711
834,12011,8,100711
835,12011,9,100711
836,12011,10,100711
837,12011,11,100701
838,12011,12,100701
839,12011,13,100701
840,12011,14,100701
841,12011,15,100701
842,12011,16,100701
843,12011,17,100711
844,12011,18,100711
845,12011,19,100711
846,12011,20,100711
847,12011,21,100711
848,12011,22,100712
849,12011,23,100712
850,12011,24,100712
851,12011,25,100712
852,12011,26,100712
853,12011,27,100712
854,12011,28,100712
855,12011,29,100712
856,12011,30,100711
857,12011,31,100711
858,12011,32,100711
859,12011,33,100711
860,12011,34,100731
861,12011,35,100711
862,12011,36,100711
863,12011,37,100711
864,12011,38,100711
865,12011,39,1001
866,12011,40,1001
867,12011,41,1002
868,12011,42,1002
869,12012,43,200712
870,12012,44,200712
871,12012,45,200712
872,12012,46,200712
873,12012,47,200712
874,12012,48,200712
875,12012,49,200711
876,12012,50,200711
877,12012,51,200711
878,12012,52,200711
879,12012,53,200701
880,12012,54,200701
881,12012,55,200701
882,12012,56,200701
883,12012,57,200701
884,12012,58,200701
885,12012,59,200711
886,12012,60,200711
887,12012,61,200711
888,12012,62,200711
889,12012,63,200711
890,12012,64,200712
891,12012,65,200712
892,12012,66,200712
893,12012,67,200712
894,12012,68,200712
895,12012,69,200712
896,12012,70,200712
897,12012,71,200712
898,12012,72,200711
899,12012,73,200711
900,12012,74,200711
901,12012,75,200711
902,12012,76,200731
903,12012,77,200711
904,12012,78,200711
905,12012,79,200711
906,12012,80,200711
907,12012,81,1001
908,12012,82,1001
909,12012,83,1002
910,12012,84,1002
911,12013,85,300712
912,12013,86,300712
913,12013,87,300712
914,12013,88,300712
915,12013,89,300712
916,12013,90,300712
917,12013,91,300711
918,12013,92,300711
919,12013,93,300711
920,12013,94,300711
921,12013,95,300701
922,12013,96,300701
923,12013,97,300701
924,12013,98,300701
925,12013,99,300701
926,12013,100,300701
927,12013,101,300711
928,12013,102,300711
929,12013,103,300711
930,12013,104,300711
931,12013,105,300711
932,12013,106,300712
933,12013,107,300712
934,12013,108,300712
935,12013,109,300712
936,12013,110,300712
937,12013,111,300712
938,12013,112,300712
939,12013,113,300712
940,12013,114,300711
941,12013,115,300711
942,12013,116,300711
943,12013,117,300711
944,12013,118,300731
945,12013,119,300711
946,12013,120,300711
947,12013,121,300711
948,12013,122,300711
949,12013,123,1001
950,12013,124,1001
951,12013,125,1002
952,12013,126,1002
953,12021,1,100811
954,12021,2,100811
955,12021,3,100811
956,12021,4,100811
957,12021,5,100811
958,12021,6,100812
959,12021,7,100812
960,12021,8,100812
961,12021,9,100812
962,12021,10,100812
963,12021,11,100812
964,12021,12,100801
965,12021,13,100801
966,12021,14,100801
967,12021,15,100801
968,12021,16,100801
969,12021,17,100801
970,12021,18,100801
971,12021,19,100801
972,12021,20,100801
973,12021,21,100801
974,12021,22,100801
975,12021,23,100801
976,12021,24,100812
977,12021,25,100812
978,12021,26,100812
979,12021,27,100812
980,12021,28,100812
981,12021,29,100812
982,12021,30,100812
983,12021,31,100811
984,12021,32,100811
985,12021,33,100811
986,12021,34,100811
987,12021,35,100811
988,12021,36,100802
989,12021,37,100802
990,12021,38,100802
991,12021,39,100802
992,12021,40,100802
993,12021,41,100802
994,12021,42,100802
995,12021,43,100802
996,12021,44,100802
997,12021,45,100802
998,12021,46,100802
999,12021,47,100802
1000,12021,48,100802
1001,12021,49,100813
1002,12021,50,100813
1003,12021,51,100802
1004,12021,52,100802
1005,12021,53,100802
1006,12021,54,100802
1007,12021,55,100831
1008,12021,56,100811
1009,12021,57,100811
1010,12021,58,100811
1011,12021,59,100811
1012,12021,60,100803
1013,12021,61,100803
1014,12021,62,100803
1015,12021,63,100803
1016,12021,64,100803
1017,12021,65,100803
1018,12021,66,100803
1019,12021,67,100803
1020,12021,68,1002
1021,12021,69,1001
1022,12021,70,1001
1023,12021,71,1002
1024,12021,72,100
1025,12022,73,200811
1026,12022,74,200811
1027,12022,75,200811
1028,12022,76,200811
1029,12022,77,200811
1030,12022,78,200812
1031,12022,79,200812
1032,12022,80,200812
1033,12022,81,200812
1034,12022,82,200812
1035,12022,83,200812
1036,12022,84,200801
1037,12022,85,200801
1038,12022,86,200801
1039,12022,87,200801
1040,12022,88,200801
1041,12022,89,200801
1042,12022,90,200801
1043,12022,91,200801
1044,12022,92,200801
1045,12022,93,200801
1046,12022,94,200801
1047,12022,95,200801
1048,12022,96,200812
1049,12022,97,200812
1050,12022,98,200812
1051,12022,99,200812
1052,12022,100,200812
1053,12022,101,200812
1054,12022,102,200812
1055,12022,103,200811
1056,12022,104,200811
1057,12022,105,200811
1058,12022,106,200811
1059,12022,107,200811
1060,12022,108,200802
1061,12022,109,200802
1062,12022,110,200802
1063,12022,111,200802
1064,12022,112,200802
1065,12022,113,200802
1066,12022,114,200802
1067,12022,115,200802
1068,12022,116,200802
1069,12022,117,200802
1070,12022,118,200802
1071,12022,119,200802
1072,12022,120,200813
1073,12022,121,200813
1074,12022,122,200802
1075,12022,123,200802
1076,12022,124,200802
1077,12022,125,200802
1078,12022,126,200802
1079,12022,127,200831
1080,12022,128,200811
1081,12022,129,200811
1082,12022,130,200811
1083,12022,131,200811
1084,12022,132,200803
1085,12022,133,200803
1086,12022,134,200803
1087,12022,135,200803
1088,12022,136,200803
1089,12022,137,200803
1090,12022,138,200803
1091,12022,139,200803
1092,12022,140,1002
1093,12022,141,1001
1094,12022,142,1001
1095,12022,143,1002
1096,12022,144,100
1097,12023,145,300811
1098,12023,146,300811
1099,12023,147,300811
1100,12023,148,300811
1101,12023,149,300811
1102,12023,150,300812
1103,12023,151,300812
1104,12023,152,300812
1105,12023,153,300812
1106,12023,154,300812
1107,12023,155,300812
1108,12023,156,300801
1109,12023,157,300801
1110,12023,158,300801
1111,12023,159,300801
1112,12023,160,300801
1113,12023,161,300801
1114,12023,162,300801
1115,12023,163,300801
1116,12023,164,300801
1117,12023,165,300801
1118,12023,166,300801
1119,12023,167,300801
1120,12023,168,300812
1121,12023,169,300812
1122,12023,170,300812
1123,12023,171,300812
1124,12023,172,300812
1125,12023,173,300812
1126,12023,174,300812
1127,12023,175,300811
1128,12023,176,300811
1129,12023,177,300811
1130,12023,178,300811
1131,12023,179,300811
1132,12023,180,300802
1133,12023,181,300802
1134,12023,182,300802
1135,12023,183,300802
1136,12023,184,300802
1137,12023,185,300802
1138,12023,186,300802
1139,12023,187,300802
1140,12023,188,300802
1141,12023,189,300802
1142,12023,190,300802
1143,12023,191,300802
1144,12023,192,300813
1145,12023,193,300813
1146,12023,194,300802
1147,12023,195,300802
1148,12023,196,300802
1149,12023,197,300802
1150,12023,198,300802
1151,12023,199,300831
1152,12023,200,300811
1153,12023,201,300811
1154,12023,202,300811
1155,12023,203,300811
1156,12023,204,300803
1157,12023,205,300803
1158,12023,206,300803
1159,12023,207,300803
1160,12023,208,300803
1161,12023,209,300803
1162,12023,210,300803
1163,12023,211,300803
1164,12023,212,1002
1165,12023,213,1001
1166,12023,214,1001
1167,12023,215,1002
1168,12023,216,100
1169,12031,1,100911
1170,12031,2,100911
1171,12031,3,100911
1172,12031,9,100901
1173,12031,10,100912
1174,12031,11,100912
1175,12031,4,100901
1176,12031,5,100901
1177,12031,6,100901
1178,12031,7,100901
1179,12031,8,100901
1180,12031,12,100911
1181,12031,13,100911
1182,12031,14,100911
1183,12031,18,100912
1184,12031,19,100912
1185,12031,15,100901
1186,12031,16,100901
1187,12031,17,100901
1188,12031,20,100912
1189,12031,21,100912
1190,12031,22,100901
1191,12031,23,100901
1192,12031,24,100901
1193,12031,25,100901
1194,12031,26,100901
1195,12031,27,100901
1196,12031,28,100912
1197,12031,29,100901
1198,12031,30,100901
1199,12031,37,100901
1200,12031,38,100912
1201,12031,39,100912
1202,12031,40,100912
1203,12031,31,100901
1204,12031,32,100901
1205,12031,33,100901
1206,12031,34,100901
1207,12031,35,100901
1208,12031,36,100901
1209,12031,45,100901
1210,12031,46,100912
1211,12031,47,100912
1212,12031,41,100901
1213,12031,42,100901
1214,12031,43,100901
1215,12031,44,100901
1216,12031,48,100931
1217,12031,49,100912
1218,12031,50,100912
1219,12031,51,100912
1220,12031,52,100912
1221,12031,56,1002
1222,12031,54,1001
1223,12031,57,1001
1224,12031,55,1002
1225,12031,53,1002
1226,12032,58,200911
1227,12032,59,200911
1228,12032,60,200911
1229,12032,68,200912
1230,12032,67,200912
1231,12032,62,200901
1232,12032,66,200901
1233,12032,64,200901
1234,12032,61,200901
1235,12032,65,200901
1236,12032,63,200901
1237,12032,69,200911
1238,12032,71,200911
1239,12032,70,200911
1240,12032,74,200901
1241,12032,76,200912
1242,12032,75,200912
1243,12032,72,200901
1244,12032,73,200901
1245,12032,80,200901
1246,12032,78,200912
1247,12032,77,200912
1248,12032,82,200901
1249,12032,81,200901
1250,12032,79,200901
1251,12032,83,200901
1252,12032,87,200901
1253,12032,85,200912
1254,12032,84,200901
1255,12032,86,200901
1256,12032,90,200901
1257,12032,96,200912
1258,12032,97,200912
1259,12032,95,200912
1260,12032,94,200901
1261,12032,91,200901
1262,12032,88,200901
1263,12032,92,200901
1264,12032,93,200901
1265,12032,89,200901
1266,12032,99,200901
1267,12032,104,200912
1268,12032,103,200912
1269,12032,101,200901
1270,12032,102,200901
1271,12032,98,200901
1272,12032,100,200901
1273,12032,105,200931
1274,12032,106,200912
1275,12032,109,200912
1276,12032,107,200912
1277,12032,108,200912
1278,12032,111,1001
1279,12032,114,1001
1280,12032,110,1002
1281,12032,112,1002
1282,12032,113,1002
1283,12033,115,300911
1284,12033,116,300911
1285,12033,117,300911
1286,12033,123,300901
1287,12033,125,300912
1288,12033,124,300912
1289,12033,118,300901
1290,12033,122,300901
1291,12033,120,300901
1292,12033,121,300901
1293,12033,119,300901
1294,12033,128,300911
1295,12033,127,300911
1296,12033,126,300911
1297,12033,132,300912
1298,12033,133,300912
1299,12033,131,300901
1300,12033,130,300901
1301,12033,129,300901
1302,12033,140,300901
1303,12033,134,300912
1304,12033,135,300912
1305,12033,136,300901
1306,12033,138,300901
1307,12033,139,300901
1308,12033,137,300901
1309,12033,142,300912
1310,12033,144,300901
1311,12033,141,300901
1312,12033,143,300901
1313,12033,151,300901
1314,12033,152,300912
1315,12033,154,300912
1316,12033,153,300912
1317,12033,150,300901
1318,12033,146,300901
1319,12033,145,300901
1320,12033,148,300901
1321,12033,149,300901
1322,12033,147,300901
1323,12033,155,300901
1324,12033,160,300912
1325,12033,161,300912
1326,12033,157,300901
1327,12033,158,300901
1328,12033,156,300901
1329,12033,159,300901
1330,12033,162,300931
1331,12033,165,300912
1332,12033,164,300912
1333,12033,166,300912
1334,12033,163,300912
1335,12033,169,1002
1336,12033,168,1001
1337,12033,171,1001
1338,12033,170,1002
1339,12033,167,1002
1340,12041,1,101
1341,12041,2,101
1342,12041,3,101
1343,12041,4,101001
1344,12041,5,101001
1345,12041,6,101001
1346,12041,7,101001
1347,12041,8,101001
1348,12041,9,101001
1349,12041,10,101011
1350,12041,11,101011
1351,12041,12,101011
1352,12041,13,101012
1353,12041,14,101012
1354,12041,15,101012
1355,12041,16,101011
1356,12041,17,101011
1357,12041,18,101011
1358,12041,19,101012
1359,12041,20,101012
1360,12041,21,101012
